Tim was in the kitchen, ready to make lunch. Tim wanted to make a big bowl of pasta. The pasta box was full. Tim believed the pasta box was full. While Tim was busy cutting vegetables, his little sister came into the kitchen and took some pasta to play with.;Tim sees his sister leaving the kitchen with some pasta in her hand.;Tim does not see his sister leaving the kitchen with some pasta in her hand.;Tim decides to ask his sister to return the pasta.;Tim starts boiling water to cook the pasta.;Does Tim think the pasta box is full or not?;Does Tim want to cook the pasta or ask his sister to return the pasta?;What will Tim do next?;Tim believes the pasta box is not full.;Tim wants to ask his sister to return the pasta.;Tim will ask his sister to return the pasta.;Tim believes the pasta box is full.;Tim wants to cook the pasta.;Tim will start boiling water to cook the pasta.;A bird flies into the kitchen through the open window.;Tim sees the bird.;Tim does not see the bird.;Tim;pasta box;Lack of sight -> Tim was busy cutting vegetables and did not see his sister come into the kitchen.;auto;0
Bella was in the library, looking for a good book to read. Bella wanted to find an attractive book to read before her nap. The book shelf was full of books. Bella believed the book shelf was full of books. While Bella was reading the book summary, the librarian came and removed some books from the shelf for restocking.;Bella sees the librarian carrying away some books.;Bella does not see the librarian carrying away some books.;Bella decides to ask the librarian if there are any more attractive books.;Bella selects a book from the shelf to read before her nap.;Does Bella think the book shelf is full or not?;Does Bella want to select a book from the shelf or ask the librarian if there are any more attractive books?;What will Bella do next?;Bella believes the book shelf is not full.;Bella wants to ask the librarian if there are any more attractive books.;Bella will ask the librarian if there are any more attractive books.;Bella believes the book shelf is full.;Bella wants to select a book from the shelf.;Bella will select a book from the shelf to read before her nap.;A child drops a toy car near Bella.;Bella sees the toy car.;Bella does not see the toy car.;Bella;book shelf;Bella was engrossed in reading the book summary and didn't notice the librarian.;auto;0
Zara was at a birthday party. Zara wanted to give her friend a gift. The gift was securely wrapped. Zara believed the gift was securely wrapped. While Zara was busy hanging decorations, a foolish cat jumped on the table and tore the wrapping paper of the gift.;Zara sees the cat running away with a piece of wrapping paper in its mouth.;Zara does not see the cat running away with a piece of wrapping paper in its mouth.;Zara decides to rewrap the gift.;Zara plans to give her friend the gift.;Does Zara think the gift is securely wrapped or not?;Does Zara want to give her friend the gift or rewrap the gift?;What will Zara do next?;Zara believes the gift is not securely wrapped.;Zara wants to rewrap the gift.;Zara will rewrap the gift.;Zara believes the gift is securely wrapped.;Zara wants to give her friend the gift.;Zara will give her friend the gift.;A clown arrives at the party.;Zara sees the clown.;Zara does not see the clown.;Zara;gift;Lack of sight -> Zara was busy hanging decorations and did not see the cat jump on the table.;auto;0
Dave was in a lively party at his friend's house. Dave wanted to go upstairs to get his coat. The door upstairs was unlocked. Dave believed the door upstairs was unlocked. While Dave was enjoying the party, his friend's dad came and locked the upstairs door for safety.;Dave sees his friend's dad with a key in his hand.;Dave does not see his friend's dad with a key in his hand.;Dave decides to ask his friend's dad for the key.;Dave starts walking towards the stairs to go upstairs.;Does Dave think the upstairs door is locked or unlocked?;Does Dave want to go upstairs or ask his friend's dad for the key?;What will Dave do next?;Dave believes the upstairs door is locked.;Dave wants to ask his friend's dad for the key.;Dave will ask his friend's dad for the key.;Dave believes the upstairs door is unlocked.;Dave wants to go upstairs.;Dave will start walking towards the stairs to go upstairs.;A dog starts barking loudly at the party.;Dave hears the dog barking.;Dave does not hear the dog barking.;Dave;upstairs door;Dave was in a different location -> Dave was downstairs enjoying the party and did not see his friend's dad lock the door.;auto;0
Mabel was near a swamp, looking for frogs. Mabel wanted to catch a frog to show her friends. The swamp was still and quiet. Mabel believed the swamp was still and quiet. While Mabel was being careful not to step on anything sharp, a fish swam by and caused ripples in the swamp.;Mabel sees the ripples caused by the fish.;Mabel does not see the ripples caused by the fish.;Mabel decides to wait for the ripples to calm down before continuing her search.;Mabel continues to search for frogs.;Does Mabel think the swamp is still and quiet or not?;Does Mabel want to continue her search for frogs or wait for the ripples to calm down?;What will Mabel do next?;Mabel believes the swamp is not still and quiet.;Mabel wants to wait for the ripples to calm down before continuing her search.;Mabel will wait for the ripples to calm down.;Mabel believes the swamp is still and quiet.;Mabel wants to continue her search for frogs.;Mabel will continue to search for frogs.;A bird flies over the swamp.;Mabel sees the bird.;Mabel does not see the bird.;Mabel;swamp;Lack of sight -> Mabel was looking at the ground, trying not to step on anything sharp and did not see the fish.;auto;0
Xander was at the doctor's office for a check-up. Xander wanted to be a good patient and stay calm. The doctor's light switch was off. Xander believed the light switch was off. While Xander was reading a book to keep calm, a nurse walked by and flipped the switch on to clean the room.;Xander notices the nurse flipping the switch.;Xander does not notice the nurse flipping the switch.;Xander decides to put his book down and prepare for the bright light.;Xander continues reading his book to stay calm.;Does Xander think the light switch is off or on?;Does Xander want to continue reading his book or prepare for the bright light?;What will Xander do next?;Xander believes the light switch is on.;Xander wants to prepare for the bright light.;Xander will put his book down and prepare for the bright light.;Xander believes the light switch is off.;Xander wants to continue reading his book.;Xander will continue reading his book to stay calm.;A cat walks into the doctor's office.;Xander sees the cat.;Xander does not see the cat.;Xander;Light switch;Lack of sight -> Xander was engrossed in his book and did not see the nurse flip the switch.;auto;0
Ed was at a birthday party. Ed wanted to tell a funny joke to his friends. The juice jug was full. Ed believed the juice jug was full. While Ed was thinking about his joke, a dog ran into the room and knocked over the juice jug.;Ed sees the spilled juice on the floor.;Ed does not see the spilled juice on the floor.;Ed decides to clean up the spilled juice.;Ed starts to tell his joke to his friends.;Does Ed think the juice jug is full or spilled?;Does Ed want to tell his joke or clean up the spilled juice?;What will Ed do next?;Ed believes the juice jug is spilled.;Ed wants to clean up the spilled juice.;Ed will clean up the spilled juice.;Ed believes the juice jug is full.;Ed wants to tell his joke.;Ed will start to tell his joke.;A piece of cake falls from the table.;Ed sees the piece of cake fall.;Ed does not see the piece of cake fall.;Ed;Juice jug;Lack of sight -> Ed was deep in thought and did not see the dog knock over the juice jug.;auto;0
Zara was in her garden, ready to plant some flowers. Zara wanted to dig holes with her spade. The spade was strong. Zara believed the spade was strong. While Zara was inside the house inviting her friend to come over, a naughty dog from the neighborhood came into her garden and started chewing on the spade handle, making it weak.;Zara sees the dog leaving her garden.;Zara does not see the dog leaving her garden.;Zara decides to buy a new spade.;Zara starts to dig holes with her spade.;Does Zara think the spade is strong or weak?;Does Zara want to dig holes with her spade or buy a new one?;What will Zara do next?;Zara believes the spade is weak.;Zara wants to buy a new spade.;Zara will buy a new spade.;Zara believes the spade is strong.;Zara wants to dig holes with her spade.;Zara will start to dig holes with her spade.;A butterfly lands on a flower in Zara's garden.;Zara sees the butterfly.;Zara does not see the butterfly.;Zara;spade;Lack of sight -> Zara was inside the house and did not see the dog come into her garden.;auto;0
Xena was at a party, dancing with her friends. Xena wanted to drink her yellow lemonade. The lemonade cup was full. Xena believed the lemonade cup was full. While Xena was dancing, someone bumped into the table and the lemonade cup spilled.;Xena sees the spilled lemonade on the floor.;Xena does not see the spilled lemonade on the floor.;Xena decides to clean up the spilled lemonade.;Xena plans to take a sip of her lemonade.;Does Xena think the lemonade cup is full or spilled?;Does Xena want to drink her lemonade or clean up the spill?;What will Xena do next?;Xena believes the lemonade cup is spilled.;Xena wants to clean up the spilled lemonade.;Xena will clean up the spilled lemonade.;Xena believes the lemonade cup is full.;Xena wants to drink her lemonade.;Xena will take a sip of her lemonade.;A purple balloon pops at the party.;Xena hears the balloon pop.;Xena does not hear the balloon pop.;Xena;Lemonade cup;Lack of sight -> Xena was busy dancing and did not see the lemonade cup spill.;auto;0
Kira was in the park, playing with her friendly dog, Max. Kira wanted to throw a bright, plastic ball for Max to fetch. The ball was very bright. Kira believed the ball was very bright. As the day went on and the sun began to set, the ball gradually became less bright.;Kira notices the sun setting.;Kira does not notice the sun setting.;Kira decides to take Max and the ball home as it is getting dark.;Kira continues to play fetch with Max using the bright ball.;Does Kira think the ball is very bright or less bright?;Does Kira want to continue playing fetch with Max or take Max and the ball home?;What will Kira do next?;Kira believes the ball is less bright.;Kira wants to take Max and the ball home.;Kira will take Max and the ball home.;Kira believes the ball is very bright.;Kira wants to continue playing fetch with Max.;Kira will continue to play fetch with Max.;A squirrel runs across the park.;Kira sees the squirrel.;Kira does not see the squirrel.;Kira;Plastic ball;Lack of sight -> Kira was busy playing with Max and didn't notice the change in brightness of the ball.;auto;0
Luke was in the forest, looking for wood to build a treehouse. Luke wanted to find a big, strong tree to cut. The saw was sharp. Luke believed the saw was sharp. While Luke was tired and sat down to rest, a beaver came and started gnawing on the saw, dulling the blade.;Luke hears the beaver gnawing on the saw.;Luke does not hear the beaver gnawing on the saw.;Luke decides to go home to get a new saw.;Luke starts cutting the tree with the saw.;Does Luke think the saw is sharp or dull?;Does Luke want to cut the tree or go home to get a new saw?;What will Luke do next?;Luke believes the saw is dull.;Luke wants to go home to get a new saw.;Luke will go home to get a new saw.;Luke believes the saw is sharp.;Luke wants to cut the tree.;Luke will start cutting the tree with the saw.;A squirrel runs past Luke.;Luke sees the squirrel.;Luke does not see the squirrel.;Luke;saw;Lack of sight -> Luke was resting and did not see the beaver gnawing on the saw.;auto;0
Amy was at the park, sitting on the bench. Amy wanted to play with her red balloon. The balloon was big and full of air. Amy thought the balloon was big and full of air. While Amy was busy peeking at the birds in the trees, a sharp thorn on a bush nearby slowly deflated the balloon.;Amy sees the balloon getting smaller.;Amy does not see the balloon getting smaller.;Amy decides to find a way to blow the balloon again.;Amy starts running around the park with the balloon.;Does Amy think the balloon is big and full of air or small and deflated?;Does Amy want to run around the park with the balloon or find a way to blow the balloon again?;What will Amy do next?;Amy believes the balloon is small and deflated.;Amy wants to find a way to blow the balloon again.;Amy will find a way to blow the balloon again.;Amy believes the balloon is big and full of air.;Amy wants to run around the park with the balloon.;Amy will start running around the park with the balloon.;A dog starts barking loudly near Amy.;Amy hears the dog barking.;Amy does not hear the dog barking.;Amy;Red balloon;Lack of sight -> Amy was busy looking at the birds and did not see the thorn on the bush.;auto;0
Jack was at the park, having fun on his own. Jack wanted to hop on the big man statue in the park. The man statue smelled neutral. Jack believed the man statue smelled neutral. As Jack was fiercely practicing his hops, a flower vendor parked his cart near the statue, and the scent of fresh flowers enveloped the statue.;Jack smells the fresh flowers.;Jack does not smell the fresh flowers.;Jack decides to buy a flower from the vendor.;Jack continues practicing his hops to jump on the statue.;Does Jack think the man statue smells neutral or like fresh flowers?;Does Jack want to continue hopping on the statue or buy a flower from the vendor?;What will Jack do next?;Jack believes the man statue smells like fresh flowers.;Jack wants to buy a flower from the vendor.;Jack will buy a flower from the vendor.;Jack believes the man statue smells neutral.;Jack wants to continue hopping on the statue.;Jack will continue practicing his hops.;A dog runs across the park barking loudly.;Jack sees the dog.;Jack does not see the dog.;Jack;man statue;Lack of smell -> Jack was too busy practicing his hops to notice the change in smell.;auto;0
Jill was at a party with her friends. Jill wanted to tell a funny joke to make everyone laugh. Her friend, Tom, was awake and listening. Jill believed Tom was awake and listening. While Jill was thinking of a joke, Tom felt tired and fell asleep on the couch.;Jill sees Tom asleep on the couch.;Jill does not see Tom asleep on the couch.;Jill decides to wait until Tom wakes up to tell her joke.;Jill starts telling her joke to Tom.;Does Jill think Tom is awake or asleep?;Does Jill want to tell her joke now or wait until Tom wakes up?;What will Jill do next?;Jill believes Tom is asleep.;Jill wants to wait until Tom wakes up to tell her joke.;Jill will wait until Tom wakes up.;Jill believes Tom is awake.;Jill wants to tell her joke now.;Jill will start telling her joke to Tom.;A balloon pops loudly in the party.;Jill hears the balloon pop.;Jill does not hear the balloon pop.;Jill;Tom;Lack of sight -> Jill was busy thinking of a joke and did not see Tom fall asleep.;auto;0
Bob was in a busy city, looking for a place to eat. Bob wanted to try a new food place. The food place was open. Bob believed the food place was open. While Bob was busy requesting directions from a local, the owner of the food place decided to close early for a family event.;Bob sees the owner closing the food place.;Bob does not see the owner closing the food place.;Bob decides to look for another food place.;Bob starts walking towards the food place.;Does Bob think the food place is open or closed?;Does Bob want to eat at the food place or look for another food place?;What will Bob do next?;Bob believes the food place is closed.;Bob wants to look for another food place.;Bob will start looking for another food place.;Bob believes the food place is open.;Bob wants to eat at the food place.;Bob will start walking towards the food place.;A street performer starts playing music nearby.;Bob hears the street performer.;Bob does not hear the street performer.;Bob;Food place;Lack of sight -> Bob was busy requesting directions and did not see the owner closing the food place.;auto;0
Wendy was in the living room, doing her morning yoga. Wendy wanted to check her yoga poses in the mirror. The mirror was standing upright. Wendy believed the mirror was standing upright. While Wendy was busy with her yoga, her dog, excited by a squirrel outside, bumped into the mirror, causing it to tilt sideways.;Wendy sees her dog bump into the mirror.;Wendy does not see her dog bump into the mirror.;Wendy decides to stop her yoga and fix the mirror.;Wendy continues her yoga, occasionally checking her poses in the mirror.;Does Wendy think the mirror is upright or tilted?;Does Wendy want to continue her yoga or fix the mirror?;What will Wendy do next?;Wendy believes the mirror is tilted.;Wendy wants to fix the mirror.;Wendy will stop her yoga and fix the mirror.;Wendy believes the mirror is upright.;Wendy wants to continue her yoga.;Wendy will continue her yoga, checking her poses in the mirror.;The doorbell rings.;Wendy hears the doorbell ring.;Wendy does not hear the doorbell ring.;Wendy;Mirror;Lack of sight -> Wendy was busy doing her yoga and did not see her dog bump into the mirror.;auto;0
Carl was in a park, playing soccer with his friends. Carl wanted to shoot the ball into the goal. The ball was on the ground. Carl believed the ball was on the ground. While Carl was planning his shot, a kind dog ran onto the field and picked up the ball in its mouth.;Carl sees the dog running away with the ball.;Carl does not see the dog running away with the ball.;Carl decides to chase the dog to get the ball back.;Carl prepares to shoot the ball towards the goal.;Does Carl think the ball is on the ground or in the dog's mouth?;Does Carl want to shoot the ball into the goal or chase the dog to get the ball back?;What will Carl do next?;Carl believes the ball is in the dog's mouth.;Carl wants to chase the dog to get the ball back.;Carl will chase the dog to get the ball back.;Carl believes the ball is on the ground.;Carl wants to shoot the ball into the goal.;Carl will shoot the ball towards the goal.;A squirrel runs up a tree nearby.;Carl sees the squirrel.;Carl does not see the squirrel.;Carl;Ball;Lack of sight -> Carl was looking at the goal and did not see the dog run onto the field.;auto;0
Kira was in the forest, looking for wood to build a fire. Kira wanted to find a tree to cut down with her axe. The axe was sharp. Kira believed the axe was sharp. While Kira was calling her friend on her phone, a squirrel came and took the axe to his nest, making it blunt on the rough tree bark.;Kira sees the squirrel running away with her axe.;Kira does not see the squirrel running away with her axe.;Kira decides to follow the squirrel to get her axe back.;Kira starts to cut down a tree with her axe.;Does Kira think her axe is sharp or blunt?;Does Kira want to cut down a tree or get her axe back from the squirrel?;What will Kira do next?;Kira believes her axe is blunt.;Kira wants to get her axe back from the squirrel.;Kira will follow the squirrel to get her axe back.;Kira believes her axe is sharp.;Kira wants to cut down a tree.;Kira will start cutting down a tree with her axe.;A bird starts singing loudly in a tree nearby.;Kira hears the bird singing.;Kira does not hear the bird singing.;Kira;Axe;Lack of sight -> Kira was busy on her phone and did not see the squirrel take her axe.;auto;0
Rita was in the library, looking for a good book to read. Rita wanted to find a book on the top shelf of the bookcase. The bookcase was organized and neat. Rita believed the bookcase was organized and neat. While Rita was busy looking at a book on the lower shelf, a librarian came and rearranged the books on the top shelf.;Rita sees the librarian leaving the bookcase after rearranging the books.;Rita does not see the librarian leaving the bookcase after rearranging the books.;Rita decides to ask the librarian where the book she wanted is now.;Rita starts to hurry to reach the top shelf to get the book.;Does Rita think the bookcase is organized and neat or rearranged?;Does Rita want to reach the top shelf to get the book or ask the librarian where the book is now?;What will Rita do next?;Rita believes the bookcase is rearranged.;Rita wants to ask the librarian where the book is now.;Rita will ask the librarian where the book is now.;Rita believes the bookcase is organized and neat.;Rita wants to reach the top shelf to get the book.;Rita will hurry to reach the top shelf to get the book.;A cat walks into the library.;Rita sees the cat.;Rita does not see the cat.;Rita;Bookcase;Lack of sight -> Rita was busy looking at a book on the lower shelf and did not see the librarian rearrange the books.;auto;0
Zara was in her room, cleaning up her toys. Zara wanted to put her teddy in its tidy toy trap. The toy trap was empty. Zara believed the toy trap was empty. While Zara was picking up other toys, her cat jumped into the toy trap and made it bend.;Zara sees her cat in the toy trap.;Zara does not see her cat in the toy trap.;Zara decides to take her cat out of the toy trap.;Zara plans to put her teddy in the toy trap.;Does Zara think the toy trap is empty or has her cat in it?;Does Zara want to put her teddy in the toy trap or take her cat out of it?;What will Zara do next?;Zara believes her cat is in the toy trap.;Zara wants to take her cat out of the toy trap.;Zara will take her cat out of the toy trap.;Zara believes the toy trap is empty.;Zara wants to put her teddy in the toy trap.;Zara will put her teddy in the toy trap.;A butterfly flies into the room through the open window.;Zara sees the butterfly.;Zara does not see the butterfly.;Zara;toy trap;Lack of sight -> Zara was busy picking up other toys and did not see her cat jump into the toy trap.;auto;0
