Noor is making coffee at a busy shop. Noor wants to make a yummy coffee with oat milk for a person. Noor picks a milk jar and puts oat milk in it. Noor thinks the milk jar has oat milk. A work friend, who didn't hear what the person wanted, changes the oat milk in the jar with almond milk while Noor is doing something else.;Noor sees her friend change the milk.;Noor doesn't see her friend change the milk.;Noor opens the fridge again and grabs the oat milk.;Noor makes the coffee with the milk in the jar.;Does Noor think the milk jar has oat milk or almond milk?;Does Noor want to make coffee with oat milk or almond milk?;What will Noor do?;Noor thinks the milk jar has almond milk.;Noor wants to make coffee with oat milk.;Noor will open the fridge again, take out the oat milk, and swap out the almond milk.;Noor thinks the milk jar has oat milk.;Noor wants to make a coffee with oat milk.;Noor will make the coffee using the milk in the jar.;Noor wants to make coffee with almond milk.;A pretty cup falls from a shelf.;Noor sees the pretty cup fall from shelf.;Noor doesn't see the pretty cup fall from the shelf.;auto;0
Tanya is playing in her room with her teddy bear. Tanya wants to have a tea party with her teddy bear. She sees her toy teapot and it is full of pretend tea. Tanya thinks the toy teapot is full of pretend tea. Suddenly, her baby brother comes into the room and turns the toy teapot upside down, spilling all the pretend tea.;Tanya sees her brother spill the pretend tea.;Tanya doesn't see her brother spill the pretend tea.;Tanya pretends to fill the teapot with more pretend tea.;Tanya pours pretend tea into cups for her and teddy.;Does Tanya think the toy teapot is full of pretend tea or empty?;Does Tanya want to pour pretend tea into cups or pretend to fill the teapot with more pretend tea?;What will Tanya do?;Tanya thinks the toy teapot is empty.;Tanya wants to pretend to fill the teapot with more pretend tea.;Tanya will pretend to fill the teapot with more pretend tea.;Tanya thinks the toy teapot is full of pretend tea.;Tanya wants to pour pretend tea into cups for her and teddy.;Tanya will pour pretend tea into cups for her and teddy.;Tanya's toy cat starts to play a song.;Tanya hears the toy cat playing a song.;Tanya doesn't hear the toy cat playing a song.;auto;0
Xander is a young boy who loves to read books. Xander wants to read his favorite book about dinosaurs. He sees his book on the table, new and untouched. Xander believes his book is untouched and ready to read. Suddenly, his little sister spills juice on the book, making the pages wet and sticky.;Xander sees his sister spill juice on his book.;Xander doesn't see his sister spill juice on his book.;Xander goes to get a cloth to dry his book.;Xander is ready to sit and read his book.;Does Xander believe his book is untouched or wet and sticky?;Does Xander want to read his untouched book or dry his wet and sticky book?;What will Xander do?;Xander believes his book is wet and sticky.;Xander wants to dry his book.;Xander will get a cloth to dry his book.;Xander believes his book is untouched.;Xander wants to read his book.;Xander will sit and read his book.;A cat walks past the window, chasing a butterfly.;Xander sees the cat chasing the butterfly.;Xander doesn't see the cat chasing the butterfly.;auto;0
Xander is in a park on a sunny day. Xander wants to fly his red kite high in the sky. He sees his kite lying flat on the grass. Xander believes his kite is ready to fly. Suddenly, a playful dog runs over the kite, tearing a hole in it.;Xander sees the dog run over his kite.;Xander doesn't see the dog run over his kite.;Xander goes back home to get some tape to fix his kite.;Xander picks up his kite and starts to run to make it fly.;Does Xander believe his kite is ready to fly or is broken?;Does Xander want to fly a ready kite or fix a broken kite?;What will Xander do?;Xander believes his kite is broken.;Xander wants to fix his broken kite.;Xander will go back home to get some tape to fix his kite.;Xander believes his kite is ready to fly.;Xander wants to fly his kite.;Xander will pick up his kite and start to run to make it fly.;A squirrel scurries up a tree nearby.;Xander sees the squirrel scurry up the tree.;Xander doesn't see the squirrel scurry up the tree.;auto;0
Walter is a young boy who likes to play with his toy truck. He wants to race his toy truck down the big hill in his backyard. Walter sees his toy truck sitting clean and ready. Walter believes his toy truck is clean and ready to roll. But while Walter is inside getting a snack, a dog comes and buries the toy truck in the mud.;Walter sees the dog burying his toy truck in the mud.;Walter doesn't see the dog burying his toy truck in the mud.;Walter gets a bucket and a towel to clean his toy truck.;Walter takes his toy truck to the top of the hill to start the race.;Does Walter believe his toy truck is clean or muddy?;Does Walter want to race with a toy truck that is clean or muddy?;What will Walter do?;Walter believes his toy truck is muddy.;Walter wants to race with a toy truck that is clean.;Walter will get a bucket and a towel to clean his toy truck.;Walter believes his toy truck is clean.;Walter wants to race with a toy truck that is clean.;Walter will take his toy truck to the top of the hill to start the race.;A butterfly lands on a flower next to Walter.;Walter sees the butterfly.;Walter doesn't see the butterfly.;auto;0
Lila is in her playroom, surrounded by her toys. She wants to build a tall tower with her colorful blocks. The blocks are all neatly stacked in their box. Lila believes the blocks are neatly stacked in their box. Suddenly, her little brother comes in and knocks over the box, scattering the blocks all over the floor.;Lila sees her brother knocking over the box.;Lila doesn't see her brother knocking over the box.;Lila decides to pick up the blocks from the floor.;Lila plans to start building her tower with the blocks.;Does Lila believe the blocks are neatly stacked in the box or scattered on the floor?;Does Lila want to build a tower with the blocks or pick them up from the floor?;What will Lila do next?;Lila believes the blocks are scattered on the floor.;Lila wants to pick up the blocks from the floor.;Lila will start picking up the blocks.;Lila believes the blocks are neatly stacked in the box.;Lila wants to build a tower with the blocks.;Lila will start building her tower with the blocks.;A bird lands on the window sill and starts singing.;Lila sees the bird on the window sill.;Lila doesn't see the bird on the window sill.;auto;0
Toby is at the beach, building a big sandcastle. Toby wants to finish his sandcastle before the sun sets. The sandcastle has tall towers and strong walls. Toby believes his sandcastle is nearly done. Suddenly, a big wave crashes on the shore and washes away his sandcastle.;Toby sees the wave wash away his sandcastle.;Toby doesn't see the wave wash away his sandcastle.;Toby decides to build a new sandcastle further away from the water.;Toby plans to add a flag on top of his sandcastle.;Does Toby believe his sandcastle is nearly done or washed away?;Does Toby want to finish his sandcastle or build a new one?;What will Toby do next?;Toby believes his sandcastle is washed away.;Toby wants to build a new sandcastle.;Toby will start building a new sandcastle further away from the water.;Toby believes his sandcastle is nearly done.;Toby wants to finish his sandcastle.;Toby will add a flag on top of his sandcastle.;A seagull flies over Toby's head.;Toby sees the seagull.;Toby doesn't see the seagull.;auto;0
Quincy is a little boy who loves to draw. He wants to draw a big, bright sun with his yellow crayon. His yellow crayon is long and sharp. Quincy believes his yellow crayon is sharp and ready to use. But while Quincy is away, his baby sister comes and breaks the yellow crayon in half.;Quincy sees his baby sister break the crayon.;Quincy doesn't see his baby sister break the crayon.;Quincy looks for another yellow crayon in his crayon box.;Quincy starts to draw a big, bright sun with his yellow crayon.;Does Quincy believe his yellow crayon is sharp or broken?;Does Quincy want to draw with a sharp crayon or find a new one?;What will Quincy do?;Quincy believes his yellow crayon is broken.;Quincy wants to find another yellow crayon.;Quincy will look for another yellow crayon in his crayon box.;Quincy believes his yellow crayon is sharp.;Quincy wants to draw a big, bright sun with his yellow crayon.;Quincy will start to draw with his yellow crayon.;A bird flies past Quincy's window.;Quincy sees the bird.;Quincy doesn't see the bird.;auto;0
Sam is a young boy who loves playing in the park. He wants to swing on his favorite green swing. Sam sees the swing hanging still and empty. Sam believes the green swing is free for him to use. Suddenly, a gust of wind pushes the swing and it starts swinging on its own.;Sam sees the wind pushing the swing.;Sam doesn't see the wind pushing the swing.;Sam waits for the swing to stop before he uses it.;Sam runs towards the swing to start playing.;Does Sam think the swing is still and empty or swinging on its own?;Does Sam want to run to the still swing or wait for the swinging one?;What will Sam do?;Sam believes the swing is swinging on its own.;Sam wants to wait for the swing to stop.;Sam will wait for the swing to stop before he uses it.;Sam believes the swing is still and empty.;Sam wants to use the still swing.;Sam will run towards the swing to start playing.;A squirrel scurries up a nearby tree.;Sam sees the squirrel scurrying up the tree.;Sam doesn't see the squirrel scurrying up the tree.;auto;0
Liam is a small boy who loves to play with his toy car. Liam wants to race his toy car down a big hill in the park. Liam sees his toy car, clean and shiny on his table. Liam believes his toy car is clean and ready to race. But while Liam is getting ready, his dog, Spot, finds the toy car and covers it in muddy paw prints.;Liam sees Spot make his toy car muddy.;Liam doesn't see Spot make his toy car muddy.;Liam finds a cloth to clean his toy car.;Liam takes his toy car to the park for the big race.;Does Liam believe his toy car is clean or muddy?;Does Liam want to race a clean toy car or clean a muddy toy car?;What will Liam do?;Liam believes his toy car is muddy.;Liam wants to clean his toy car.;Liam will find a cloth to clean his toy car.;Liam believes his toy car is clean.;Liam wants to race his toy car.;Liam will take his toy car to the park for the big race.;A butterfly lands on Liam's toy car.;Liam sees the butterfly land on his toy car.;Liam doesn't see the butterfly land on his toy car.;auto;0
Clara is a little girl playing with her toy box in her room. Clara wants to play with her red toy car. Clara looks at her toy box and sees the red toy car inside. Clara thinks her red toy car is in the toy box. While Clara is getting her doll, her little brother comes in and takes the red toy car to play with it.;Clara sees her brother take her red toy car.;Clara doesn't see her brother take her red toy car.;Clara asks her mom to get her red toy car back from her brother.;Clara reaches into her toy box to get her red toy car.;Does Clara think her red toy car is in the toy box or with her brother?;Does Clara want to play with her red toy car from the toy box or get it back from her brother?;What will Clara do?;Clara thinks her red toy car is with her brother.;Clara wants to get her red toy car back from her brother.;Clara will ask her mom to get her red toy car back from her brother.;Clara thinks her red toy car is in the toy box.;Clara wants to play with her red toy car from the toy box.;Clara will get her red toy car from the toy box.;A butterfly flies into Clara's room through the open window.;Clara sees the butterfly flying in her room.;Clara doesn't see the butterfly flying in her room.;auto;0
Daisy is at the beach on a hot day. Daisy wants to build a big sandcastle near the water. She spots a shiny, red bucket sitting in the sand. Daisy believes her red bucket is empty and ready to use. Suddenly, a wave crashes onto the shore, filling the bucket with water.;Daisy sees the wave fill her bucket with water.;Daisy doesn't see the wave fill her bucket with water.;Daisy goes to empty the water from her bucket.;Daisy starts to fill her bucket with sand.;Does Daisy believe her bucket is empty or filled with water?;Does Daisy want to build a sandcastle with an empty bucket or a bucket filled with water?;What will Daisy do?;Daisy believes her bucket is filled with water.;Daisy wants to build a sandcastle with an empty bucket.;Daisy will go to empty the water from her bucket.;Daisy believes her bucket is empty.;Daisy wants to build a sandcastle with an empty bucket.;Daisy will start to fill her bucket with sand.;A seagull squawks loudly overhead.;Daisy hears the seagull squawk.;Daisy doesn't hear the seagull squawk.;auto;0
Yara is a little girl who loves her teddy bear. Yara wants to take her teddy bear to bed for a nap. She sees her teddy bear on the couch, fluffy and soft. Yara believes her teddy bear is fluffy and soft. Suddenly, her older brother squishes the teddy bear, making it flat and lumpy.;Yara sees her brother squishing her teddy bear.;Yara doesn't see her brother squishing her teddy bear.;Yara goes to fluff up her teddy bear.;Yara is ready to take her teddy bear to bed for a nap.;Does Yara believe her teddy bear is fluffy and soft or flat and lumpy?;Does Yara want to nap with her fluffy and soft teddy bear or fluff up her flat and lumpy teddy bear?;What will Yara do?;Yara believes her teddy bear is flat and lumpy.;Yara wants to fluff up her teddy bear.;Yara will go to fluff up her teddy bear.;Yara believes her teddy bear is fluffy and soft.;Yara wants to nap with her teddy bear.;Yara will take her teddy bear to bed for a nap.;A bird lands on the window sill, chirping a song.;Yara sees the bird on the window sill.;Yara doesn't see the bird on the window sill.;auto;0
George is a little boy playing in the park. George wants to swing on the swing. George sees that the swing is empty. George believes the swing is empty. Suddenly, a gust of wind blows a pile of leaves onto the swing.;George sees the leaves on the swing.;George doesn't see the leaves on the swing.;George decides to clean the leaves off the swing.;George plans to run to the swing and start swinging.;Does George believe the swing is empty or covered with leaves?;Does George want to swing on the empty swing or clean the leaves off the swing?;What will George do next?;George believes the swing is covered with leaves.;George wants to clean the leaves off the swing.;George will start cleaning the leaves off the swing.;George believes the swing is empty.;George wants to swing on the swing.;George will run to the swing and start swinging.;A squirrel runs across the park.;George sees the squirrel running across the park.;George doesn't see the squirrel running across the park.;auto;0
Liam is a young boy who loves to draw. He wants to draw a big tree using his green crayon. Liam sees his green crayon on the table, sharp and ready. Liam believes his green crayon is sharp and ready to use. But while Liam was getting his drawing paper, his little sister comes and breaks the green crayon in half.;Liam sees his little sister breaking his green crayon.;Liam doesn't see his little sister breaking his green crayon.;Liam goes to find a pencil sharpener to fix his green crayon.;Liam picks up his green crayon to start drawing the tree.;Does Liam believe his green crayon is sharp or broken?;Does Liam want to draw with a sharp crayon or fix a broken crayon?;What will Liam do?;Liam believes his green crayon is broken.;Liam wants to fix his broken crayon.;Liam will find a pencil sharpener to fix his green crayon.;Liam believes his green crayon is sharp.;Liam wants to draw a tree with his green crayon.;Liam will pick up his green crayon to start drawing the tree.;A bird lands on the window sill.;Liam sees the bird on the window sill.;Liam doesn't see the bird on the window sill.;auto;0
